Date,Home,Away,HG,AG,Res,prediction,Hit?,odds,AvgH,AvgD,AvgA,Better,Asian_res,Asian_hit
2/5/2021,Monterrey,Mazatlan FC,1,0,Monterrey,Mazatlan FC,0,-1,1.35,4.91,8.09,Monterrey,Monterrey,0
3/5/2021,Santos Laguna,Puebla,0,0,Draw,Puebla,0,-1,1.64,3.73,5.22,Santos Laguna,Santos Laguna,0
3/5/2021,U.N.A.M.- Pumas,Club America,0,1,Club America,Draw,0,-1,2.49,3.09,2.91,U.N.A.M.- Pumas,Draw,-1
9/5/2021,Atlas,U.A.N.L.- Tigres,1,0,Atlas,Draw,0,-1,2.03,3.08,3.9,Atlas,Atlas,-1
9/5/2021,Santos Laguna,Queretaro,5,0,Santos Laguna,Draw,0,-1,1.7,3.51,5.05,Santos Laguna,Santos Laguna,-1
10/5/2021,Club Leon,Toluca,2,2,Draw,Club Leon,0,-1,1.5,4.19,6.12,Club Leon,Club Leon,1
10/5/2021,Pachuca,Guadalajara Chivas,4,2,Pachuca,Pachuca,1,1.2200000000000002,2.22,3.06,3.4,Pachuca,Pachuca,1
13/5/2021,Toluca,Cruz Azul,2,1,Toluca,Cruz Azul,0,-1,3.37,3.25,2.13,Cruz Azul,Draw,0
13/5/2021,Atlas,Puebla,1,0,Atlas,Puebla,0,-1,1.84,3.21,4.57,Atlas,Atlas,0
14/5/2021,Pachuca,Club America,3,1,Pachuca,Club America,0,-1,2.49,3.09,2.89,Pachuca,Pachuca,0
14/5/2021,Santos Laguna,Monterrey,2,1,Santos Laguna,Draw,0,-1,2.65,3.1,2.7,Santos Laguna,Santos Laguna,-1
16/5/2021,Puebla,Atlas,1,0,Puebla,Atlas,0,-1,2.75,2.88,2.77,Puebla,Puebla,0
16/5/2021,Cruz Azul,Toluca,3,1,Cruz Azul,Cruz Azul,1,0.3899999999999999,1.39,4.4,8.0,Cruz Azul,Cruz Azul,1
17/5/2021,Monterrey,Santos Laguna,1,1,Draw,Santos Laguna,0,-1,1.64,3.86,4.89,Monterrey,Monterrey,0
17/5/2021,Club America,Pachuca,4,2,Club America,Pachuca,0,-1,1.84,3.52,4.13,Club America,Club America,0
20/5/2021,Pachuca,Cruz Azul,0,0,Draw,Pachuca,0,-1,2.76,3.04,2.63,Cruz Azul,Cruz Azul,0
21/5/2021,Santos Laguna,Puebla,3,0,Santos Laguna,Puebla,0,-1,1.63,3.59,5.5,Santos Laguna,Santos Laguna,0
23/5/2021,Cruz Azul,Pachuca,1,0,Cruz Azul,Cruz Azul,1,0.81,1.81,3.38,4.46,Cruz Azul,Cruz Azul,1
24/5/2021,Puebla,Santos Laguna,1,0,Puebla,Santos Laguna,0,-1,2.24,3.24,3.13,Puebla,Puebla,0
28/5/2021,Santos Laguna,Cruz Azul,0,1,Cruz Azul,Draw,0,-1,2.5,2.8,3.17,Santos Laguna,Draw,-1
31/5/2021,Cruz Azul,Santos Laguna,1,1,Draw,Draw,1,2.35,1.93,3.35,3.89,Cruz Azul,Cruz Azul,-1
